Country Name,Country Code,Series Name,Series Code,2010 [YR2010],2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017],2018 [YR2018],2019 [YR2019],2020 [YR2020],2021 [YR2021],2022 [YR2022],2023 [YR2023]
Latvia,LVA,Government Effectiveness - Governance score (0-100),GOV_WGI_GE.SC,62.2370357,62.4202431,63.1971542,65.060776,68.3450712,66.1498453,64.7237353,64.3896637,66.8588792,67.4626841,66.8280255,68.4428785,65.4871192,63.7345266
Lebanon,LBN,Government Effectiveness - Governance score (0-100),GOV_WGI_GE.SC,46.604833,46.2950042,46.2831045,45.0070557,46.1564695,45.8438018,46.5587818,47.0247091,41.624502,39.2409451,32.8837928,30.7937803,31.0782366,28.6719925
Lesotho,LSO,Government Effectiveness - Governance score (0-100),GOV_WGI_GE.SC,44.4932591,44.0414812,42.7256752,42.547078,41.6414591,40.2583593,39.2668932,39.031953,39.0551361,38.2270795,37.5628193,37.4651208,36.7977885,36.7512861
Liberia,LBR,Government Effectiveness - Governance score (0-100),GOV_WGI_GE.SC,31.4440409,31.938409,34.1994413,29.5010874,29.6599879,27.955667,28.8306674,28.8259308,28.051983,26.3310919,24.5966387,25.5339571,25.4488817,27.7099257
Libya,LBY,Government Effectiveness - Governance score (0-100),GOV_WGI_GE.SC,26.4111877,26.4027567,24.1596226,24.6470959,20.8851563,19.2556541,18.9329553,21.616129,21.172047,21.1293557,19.5931557,22.9726916,20.9355533,23.190418
Liechtenstein,LIE,Government Effectiveness - Governance score (0-100),GOV_WGI_GE.SC,84.6753609,84.6593079,84.6633523,84.6678672,84.850464,84.8167947,84.8284981,84.8322994,84.8531648,84.8735032,84.8154181,80.7714353,80.8446109,84.2785979
Lithuania,LTU,Government Effectiveness - Governance score (0-100),GOV_WGI_GE.SC,62.5650427,62.6075784,65.0568113,65.1204866,66.7899366,68.4405239,67.7749803,66.0837298,68.0850852,67.8873629,69.9897592,70.3703584,69.679071,69.7124583
Luxembourg,LUX,Government Effectiveness - Governance score (0-100),GOV_WGI_GE.SC,87.3191993,89.2339083,88.3510448,87.024776,86.9661503,88.275779,88.1416813,89.1473708,89.1039445,89.8818589,89.8868696,89.2797243,89.5582268,93.0595368
"Macao SAR, China",MAC,Government Effectiveness - Governance score (0-100),GOV_WGI_GE.SC,72.4399994,72.4239464,64.7013844,64.7059012,77.1238596,77.0901903,73.0234405,77.105695,73.0481072,73.0684456,73.0103605,73.0448309,73.0396413,73.057907
Madagascar,MDG,Government Effectiveness - Governance score (0-100),GOV_WGI_GE.SC,38.5761288,36.9150359,33.6671671,33.2273375,32.0469688,31.9055311,35.093734,35.3968099,34.0798431,34.4679496,33.7064168,32.9487125,33.4865068,32.7748557
Malawi,MWI,Government Effectiveness - Governance score (0-100),GOV_WGI_GE.SC,40.7885433,39.9852505,40.1363072,40.2491487,40.7874505,39.9559445,39.499992,40.0975086,39.0186183,38.0011614,36.788255,38.1231395,36.1458285,36.3969461
Malaysia,MYS,Government Effectiveness - Governance score (0-100),GOV_WGI_GE.SC,70.0195183,68.8710281,68.3782913,68.2768986,69.2141509,67.6059224,66.4538797,66.1388399,68.0473561,67.2315239,68.2086053,66.9664999,66.618172,65.8744129
Maldives,MDV,Government Effectiveness - Governance score (0-100),GOV_WGI_GE.SC,51.2285024,49.4525575,50.5952398,49.4607726,47.9981584,46.8270354,50.0486178,45.3213157,45.3455235,51.477378,49.4290244,54.2007347,47.038773,47.0560879
Mali,MLI,Government Effectiveness - Governance score (0-100),GOV_WGI_GE.SC,33.3657731,35.3537589,33.6446198,34.75555,30.9247572,33.0954079,33.2650453,34.3855283,32.304991,30.0408787,29.5164054,28.3756073,27.8906754,27.5043888
Malta,MLT,Government Effectiveness - Governance score (0-100),GOV_WGI_GE.SC,70.5465212,70.556636,72.1816272,74.4396885,72.0387467,70.9586197,72.9304475,71.0115775,71.0561918,70.662952,72.2978247,71.2261967,69.0907066,66.1378522
Marshall Islands,MHL,Government Effectiveness - Governance score (0-100),GOV_WGI_GE.SC,36.2885787,27.3344306,27.3419185,27.9665498,28.3047183,45.1816241,45.1952038,45.1996137,44.8377585,44.8613558,47.1609864,47.2009789,48.1121995,48.1295144
Martinique,MTQ,Government Effectiveness - Governance score (0-100),GOV_WGI_GE.SC,65.9853236,65.9589828,65.9656171,65.9730272,72.9653943,72.9101421,72.9293489,72.9355846,72.9698256,73.0032012,72.9078827,72.9644493,74.9510215,69.890828
Mauritania,MRT,Government Effectiveness - Governance score (0-100),GOV_WGI_GE.SC,41.3195206,41.5159207,38.6936523,35.186725,34.8978977,33.2308783,33.9295544,35.3834265,35.117094,35.3171652,33.8252956,34.8463049,34.2890452,35.4205374
Mauritius,MUS,Government Effectiveness - Governance score (0-100),GOV_WGI_GE.SC,65.5996417,65.8607943,70.5816974,69.3503873,71.8078568,71.9363001,72.739377,71.3453769,69.4936139,68.0541381,67.5162388,65.7050011,65.5727176,67.3580344
Mexico,MEX,Government Effectiveness - Governance score (0-100),GOV_WGI_GE.SC,49.9711645,53.2634999,55.1941472,55.6731428,53.8959477,53.2847969,53.8304719,51.5346523,50.8168666,51.171928,50.4408854,50.4510527,49.640729,49.8847981
"Micronesia, Fed. Sts.",FSM,Government Effectiveness - Governance score (0-100),GOV_WGI_GE.SC,42.8251216,37.9025024,37.9071923,38.2984915,47.9737698,47.9347067,47.9482845,52.6844083,52.7086162,51.3556701,54.0413676,54.0813601,49.6826094,49.6999263
Moldova,MDA,Government Effectiveness - Governance score (0-100),GOV_WGI_GE.SC,39.5938113,40.0762894,40.4034039,41.5935899,42.3200321,39.1125524,39.6467127,43.5127419,47.1483109,46.0297022,46.0479252,47.2544422,48.7390436,50.6857886
Monaco,MCO,Government Effectiveness - Governance score (0-100),GOV_WGI_GE.SC,..,..,..,..,..,86.2956019,86.3148087,86.3210444,86.3552853,86.388661,86.2933425,86.3499091,85.1169463,85.1397113
Mongolia,MNG,Government Effectiveness - Governance score (0-100),GOV_WGI_GE.SC,40.8907936,40.7519827,40.7114186,41.6177432,45.4144662,44.866662,44.3627936,42.6445022,45.5577939,44.7572467,45.2804191,44.4962243,45.5327286,44.2647549
Montenegro,MNE,Government Effectiveness - Governance score (0-100),GOV_WGI_GE.SC,44.7938695,44.8981458,49.5291436,51.1741933,57.41865,57.4437911,56.1982403,56.9180812,55.0439421,55.2321136,53.0983988,50.8616715,51.7162109,56.7205669
Morocco,MAR,Government Effectiveness - Governance score (0-100),GOV_WGI_GE.SC,49.0676398,48.1264617,47.4286781,47.0830645,46.0979352,46.7442758,48.6246078,46.224121,45.1923591,48.7485362,50.2181269,48.9260271,49.0068481,50.9743068
Mozambique,MOZ,Government Effectiveness - Governance score (0-100),GOV_WGI_GE.SC,38.7396608,37.6799209,40.4963872,40.767919,40.2254309,40.0610803,38.0728145,37.926121,37.9801015,38.7009555,35.3508131,35.4238973,36.3553301,36.2136298
Myanmar,MMR,Government Effectiveness - Governance score (0-100),GOV_WGI_GE.SC,25.7402737,25.8502082,21.0906738,21.2302838,26.0569487,26.8902786,28.9339112,27.0022334,25.6752646,25.7175242,25.707738,21.3650756,19.363269,20.5926852
Namibia,NAM,Government Effectiveness - Governance score (0-100),GOV_WGI_GE.SC,56.0309459,55.0228901,59.0771238,57.8626989,57.4938848,57.0330518,55.908958,56.5592477,57.438306,56.9167337,54.2548707,54.4441369,54.5564222,54.3336618
Nauru,NRU,Government Effectiveness - Governance score (0-100),GOV_WGI_GE.SC,45.9361706,45.820226,45.8494289,45.8820424,47.2009633,51.4935243,50.472513,50.4784473,56.8800001,50.5427934,50.4520871,50.5059159,50.4978097,50.526336
Nepal,NPL,Government Effectiveness - Governance score (0-100),GOV_WGI_GE.SC,37.8746994,35.8569059,29.7673402,30.889301,33.9323368,28.7198131,32.24893,33.3015495,33.5608919,29.725032,31.3834164,32.9449151,32.7808542,34.9287923
Netherlands,NLD,Government Effectiveness - Governance score (0-100),GOV_WGI_GE.SC,85.099748,87.3846556,88.6857153,88.0978759,88.612248,88.8292083,89.4892666,90.3198724,90.8032877,91.4720745,91.0015797,87.3814124,85.6594208,85.3894503
Netherlands Antilles,ANT,Government Effectiveness - Governance score (0-100),GOV_WGI_GE.SC,65.9853236,65.9589828,65.9656171,65.9730272,66.2726692,66.2174152,66.236622,66.2428596,..,..,..,..,..,..
New Caledonia,NCL,Government Effectiveness - Governance score (0-100),GOV_WGI_GE.SC,..,..,..,..,..,..,..,..,..,..,..,..,..,..
New Zealand,NZL,Government Effectiveness - Governance score (0-100),GOV_WGI_GE.SC,86.5023949,89.5047285,89.6998415,88.9729832,90.8814351,89.258822,86.779933,86.0992134,84.4641774,84.0805878,84.2310864,82.5086321,83.5496532,84.9223349
Nicaragua,NIC,Government Effectiveness - Governance score (0-100),GOV_WGI_GE.SC,35.4785214,35.7622252,36.6817835,37.0573739,36.5433032,36.6623686,36.056526,41.6630439,36.3551589,36.8803361,35.8205845,36.6591506,33.4313286,33.1258883
Niger,NER,Government Effectiveness - Governance score (0-100),GOV_WGI_GE.SC,37.0491102,37.8143043,39.8709936,38.945293,39.8920029,39.8518529,40.3343135,38.6065315,39.4263789,38.4169834,38.558355,38.9059363,38.7999217,39.4498983
Nigeria,NGA,Government Effectiveness - Governance score (0-100),GOV_WGI_GE.SC,29.2210274,29.5352331,32.4814474,32.2468183,30.8288399,33.5709036,33.4681925,34.6017808,34.8939836,32.5216168,32.2041115,30.9230481,30.7911243,34.4678426
Niue,NIU,Government Effectiveness - Governance score (0-100),GOV_WGI_GE.SC,39.2153626,39.1595097,39.1735774,39.1892882,39.8246138,39.7074636,..,..,..,..,..,..,25.5271711,25.6591144
North Macedonia,MKD,Government Effectiveness - Governance score (0-100),GOV_WGI_GE.SC,41.1732977,44.4563271,49.474154,49.7245968,54.0746013,49.9349423,48.971073,49.4017192,51.9896735,49.0421098,49.5459238,49.8085522,51.5563966,51.7750718
Norway,NOR,Government Effectiveness - Governance score (0-100),GOV_WGI_GE.SC,85.9512775,86.591153,89.2646824,88.9471751,89.3339128,88.8100598,89.458967,91.4668285,89.0113774,89.1522784,89.2537957,90.0666199,86.7536233,86.087267
Oman,OMN,Government Effectiveness - Governance score (0-100),GOV_WGI_GE.SC,57.5486916,52.9131147,52.3337316,51.050924,54.0383946,52.9066438,54.4782689,53.4953095,53.5065773,55.3079939,53.3201442,53.3387599,60.0293791,60.5179762
Pakistan,PAK,Government Effectiveness - Governance score (0-100),GOV_WGI_GE.SC,36.22957,35.2850418,38.7006114,38.5071064,38.0755445,39.4682574,41.026367,43.1480596,41.4757961,41.6806369,39.3830517,41.2872377,38.0780236,38.5358563
Palau,PLW,Government Effectiveness - Governance score (0-100),GOV_WGI_GE.SC,41.1290275,45.820226,45.8494289,45.8820424,47.2009633,45.1245636,45.142841,45.1487753,51.5503203,51.5820821,50.9717305,51.0255593,50.4978097,50.526336
Panama,PAN,Government Effectiveness - Governance score (0-100),GOV_WGI_GE.SC,53.721251,53.7761823,55.8430758,55.5098189,55.7389103,57.5817581,59.066869,58.0172633,57.6756338,61.0079753,55.8409117,55.4272518,52.1167285,51.9467897
Papua New Guinea,PNG,Government Effectiveness - Governance score (0-100),GOV_WGI_GE.SC,38.0060321,38.0542669,38.5512871,38.3866682,37.072968,37.0560828,35.447969,37.4952571,37.7947475,37.2099103,34.1121999,33.6827767,30.2527252,30.2610764
Paraguay,PRY,Government Effectiveness - Governance score (0-100),GOV_WGI_GE.SC,36.420242,36.7122348,36.4824628,36.5389885,36.9819642,36.0687116,38.1443957,38.8443202,41.6272611,42.2719023,39.5287497,40.1212829,41.7004406,44.7713941
Peru,PER,Government Effectiveness - Governance score (0-100),GOV_WGI_GE.SC,47.4948266,48.1723049,49.204691,49.2958115,47.4749568,46.5035997,48.0215612,49.9120761,48.2135515,52.2664708,49.2735889,50.2448974,49.6189517,47.5089547
Philippines,PHL,Government Effectiveness - Governance score (0-100),GOV_WGI_GE.SC,51.2799648,52.8918663,55.6852603,56.0614632,60.1755923,59.274047,56.2005872,54.7710745,55.5875464,54.875588,54.8698093,54.3791841,52.0364364,53.3201947
Poland,POL,Government Effectiveness - Governance score (0-100),GOV_WGI_GE.SC,61.9844209,62.5902655,63.0116543,64.0632258,69.011587,68.2915982,65.9236394,63.461552,64.7981864,64.234619,64.4958416,62.7886528,61.3624514,63.6700055
Portugal,PRT,Government Effectiveness - Governance score (0-100),GOV_WGI_GE.SC,65.6166708,68.0243655,69.0760206,69.1208449,69.4932212,72.9656451,72.6031483,75.2574904,71.9545074,71.0506386,72.704298,74.0464254,71.2121173,70.1204736
Puerto Rico (US),PRI,Government Effectiveness - Governance score (0-100),GOV_WGI_GE.SC,55.3349316,55.3515912,56.1920571,55.418957,58.3470086,57.5577584,57.5664771,41.847206,44.9006424,46.9040804,43.698022,43.7247381,40.6780488,45.3536609
Qatar,QAT,Government Effectiveness - Governance score (0-100),GOV_WGI_GE.SC,70.0924275,70.9408518,70.2942915,73.5009934,70.454238,71.4469466,71.3532322,70.2034412,67.0161522,69.663893,70.089857,73.268826,74.4612461,73.631595
Reunion,REU,Government Effectiveness - Governance score (0-100),GOV_WGI_GE.SC,55.9462322,55.9198894,55.9265237,55.9339338,72.9653943,72.9101421,72.9293489,72.9355846,72.9698256,73.0032012,72.9078827,72.9644493,72.9559309,66.2931807
Romania,ROU,Government Effectiveness - Governance score (0-100),GOV_WGI_GE.SC,46.9432834,47.8694759,47.638551,50.4486805,50.3717113,51.1153654,49.0223916,49.0059945,49.355108,48.5141794,46.4798604,49.8294468,55.2104413,53.9057495
Russian Federation,RUS,Government Effectiveness - Governance score (0-100),GOV_WGI_GE.SC,35.6283415,35.6187517,35.1716326,36.98092,47.4684664,45.0710518,44.9980608,47.1232942,48.1709302,52.1461979,50.4999408,49.0645229,47.2828965,47.2868281
Rwanda,RWA,Government Effectiveness - Governance score (0-100),GOV_WGI_GE.SC,48.7558083,49.0139879,49.5913373,51.1605222,50.5563848,50.3756701,53.6784936,57.4987691,56.7310978,55.7922219,56.4078546,55.4292332,58.5045849,59.2865923
Samoa,WSM,Government Effectiveness - Governance score (0-100),GOV_WGI_GE.SC,50.169023,50.5198728,50.5237519,51.6668892,63.5856826,63.5533667,67.3852444,67.3896543,67.4138621,62.7057435,61.261815,61.3018055,55.5821312,59.4983921
San Marino,SMR,Government Effectiveness - Governance score (0-100),GOV_WGI_GE.SC,..,..,..,..,..,79.6028749,79.6220817,79.6283194,79.6625603,79.695934,79.6006175,79.6571821,73.8781316,68.8179323
Sao Tome and Principe,STP,Government Effectiveness - Governance score (0-100),GOV_WGI_GE.SC,35.4588946,36.8454691,36.081041,34.9352711,37.0540723,38.5418684,39.741267,40.7292235,43.9278328,42.4090624,41.8378146,39.8252788,38.6919666,38.1821735
Saudi Arabia,SAU,Government Effectiveness - Governance score (0-100),GOV_WGI_GE.SC,53.073876,51.5118931,51.2044443,49.8606797,52.8043993,52.9975543,56.8213355,54.7809656,56.5030836,56.4333535,53.4389277,58.8939981,61.3410999,65.4540371
Senegal,SEN,Government Effectiveness - Governance score (0-100),GOV_WGI_GE.SC,45.788363,46.4693043,46.6746915,47.8301601,48.9253115,48.1766856,47.7480792,50.7623495,49.6678242,53.7598532,52.997811,53.8862413,53.6808016,54.28861
Serbia,SRB,Government Effectiveness - Governance score (0-100),GOV_WGI_GE.SC,46.8152212,45.7020802,45.6508238,46.5369286,53.3985172,50.5063767,52.4828166,53.5512889,54.1095364,52.6343108,52.2674644,52.5624827,54.8176118,53.3537882
Seychelles,SYC,Government Effectiveness - Governance score (0-100),GOV_WGI_GE.SC,62.9966319,62.9830269,65.153802,63.7929812,62.4827984,64.1264286,67.1504773,63.3720998,63.9890235,62.2651148,60.9952394,62.2528806,59.3334232,61.6339366
Sierra Leone,SLE,Government Effectiveness - Governance score (0-100),GOV_WGI_GE.SC,29.1135234,29.3026709,29.9020484,29.7841088,30.9604681,28.950985,31.0381897,31.5694665,32.3906127,31.0425355,32.7329169,31.6595778,32.7063428,32.7813461
Singapore,SGP,Government Effectiveness - Governance score (0-100),GOV_WGI_GE.SC,93.6769719,92.7010182,94.9863419,93.6220464,93.3818933,93.8738309,95.0042168,94.4261072,94.4482054,94.9771682,94.4177755,94.4686196,94.1426523,95.3284225
Slovak Republic,SVK,Government Effectiveness - Governance score (0-100),GOV_WGI_GE.SC,60.3353716,60.6032227,61.430173,60.4719231,65.2069308,63.8746246,65.5394255,62.4352091,61.6389123,59.8649255,64.9044752,65.6644156,66.8181382,62.7084734
Slovenia,SVN,Government Effectiveness - Governance score (0-100),GOV_WGI_GE.SC,66.7615716,67.4058609,68.0873096,67.4943545,71.3685561,71.2158233,74.67346,75.4494767,76.6205375,76.0758989,77.9872169,77.47504,75.802794,73.9433915
Solomon Islands,SLB,Government Effectiveness - Governance score (0-100),GOV_WGI_GE.SC,33.597643,34.591771,35.6728741,34.5384069,34.1642807,34.1319647,34.1431975,30.2323343,29.9329761,32.4288124,32.3614233,29.5707573,33.6434745,33.6582675
"Somalia, Fed. Rep.",SOM,Government Effectiveness - Governance score (0-100),GOV_WGI_GE.SC,10.8098893,10.6819243,11.1874825,10.6955099,8.4537913,11.4613962,12.9063358,12.43294,11.8103814,12.2348482,13.6404214,13.161278,13.508484,15.0705194
South Africa,ZAF,Government Effectiveness - Governance score (0-100),GOV_WGI_GE.SC,56.6288359,57.2747409,57.4905229,57.8248395,57.784499,56.0942459,55.2548767,55.6720559,54.2202351,55.0228162,53.1939817,52.1589454,51.3101517,47.7497513
South Sudan,SSD,Government Effectiveness - Governance score (0-100),GOV_WGI_GE.SC,..,20.6906617,22.2859444,19.1508295,15.7557228,12.8069807,11.4218237,9.7648452,10.9648523,10.6087176,9.2813794,7.7355934,8.235468,8.4465115
Spain,ESP,Government Effectiveness - Governance score (0-100),GOV_WGI_GE.SC,66.8234911,68.373687,68.890859,71.2501964,71.1855431,72.1152492,71.8350998,71.1731923,72.1501162,73.0905204,71.7138819,73.1230736,73.5436342,72.3009649
Sri Lanka,LKA,Government Effectiveness - Governance score (0-100),GOV_WGI_GE.SC,47.7331656,48.1592055,47.9577187,48.5462523,54.0569792,53.0872671,50.6200095,49.9814465,49.4433819,49.9535152,49.1348325,46.7645248,41.5449098,45.8075951
St. Kitts and Nevis,KNA,Government Effectiveness - Governance score (0-100),GOV_WGI_GE.SC,76.0244169,75.9980761,76.0047104,76.0121205,59.5799423,66.2174152,66.236622,66.2428596,66.2771005,66.3104743,66.2151577,59.5789973,64.7851045,64.8078696
St. Lucia,LCA,Government Effectiveness - Governance score (0-100),GOV_WGI_GE.SC,72.0800264,72.0607087,67.4873897,67.491856,56.4126106,54.0319062,55.2171825,55.220943,55.2415828,57.1924772,53.6423161,48.7756878,54.8914077,58.8922909
St. Vincent and the Grenadines,VCT,Government Effectiveness - Governance score (0-100),GOV_WGI_GE.SC,70.6521645,70.6328469,70.6377117,70.6431464,57.1647519,57.1242325,62.0464279,62.0510011,62.0761111,62.1005873,57.1225759,57.1640578,61.698763,57.7335517
Sudan,SDN,Government Effectiveness - Governance score (0-100),GOV_WGI_GE.SC,25.7057645,25.6491299,25.7528404,25.8422537,25.8815909,26.1909997,26.5963122,27.1943753,22.3317137,23.7455895,23.5485827,23.2904788,21.4739485,16.8737656
Suriname,SUR,Government Effectiveness - Governance score (0-100),GOV_WGI_GE.SC,50.0118122,49.2552668,51.3128816,51.1241716,50.0904536,50.072217,50.6703112,48.86759,48.8805183,48.6264355,48.5825543,45.5274846,44.1239744,44.136018
Sweden,SWE,Government Effectiveness - Governance score (0-100),GOV_WGI_GE.SC,89.1761479,89.9131035,90.2247989,89.1206664,88.6060706,86.9421622,86.5662432,87.8289379,88.642499,88.1363537,89.8547462,89.5832785,88.5743205,84.2596283
Switzerland,CHE,Government Effectiveness - Governance score (0-100),GOV_WGI_GE.SC,86.2603227,87.1610319,89.0475918,88.0028763,92.1264669,90.9279414,91.9981422,92.0825467,92.4115084,91.3100572,89.4428946,91.7851193,90.7446251,91.0245042
Syrian Arab Republic,SYR,Government Effectiveness - Governance score (0-100),GOV_WGI_GE.SC,37.8431962,37.9439512,33.2996984,29.2645568,31.5785352,27.1159673,22.7390037,22.7411231,22.7527564,20.4407322,22.6938196,21.6579239,19.9404842,19.9499281
"Taiwan, China",TWN,Government Effectiveness - Governance score (0-100),GOV_WGI_GE.SC,75.4369023,75.9638741,76.7699629,75.9864583,77.6869662,77.9530673,77.7509526,76.2741054,79.3247866,80.6800192,81.6447343,79.655191,80.0754657,80.9316501
Tajikistan,TJK,Government Effectiveness - Governance score (0-100),GOV_WGI_GE.SC,31.2450663,30.5650798,31.9722727,31.7987912,37.6333349,37.0338583,36.1671178,37.7511074,37.9433582,36.2561403,36.4857236,35.2353234,35.8259238,36.4005316
Tanzania,TZA,Government Effectiveness - Governance score (0-100),GOV_WGI_GE.SC,42.533823,41.7713471,39.6484529,40.2125686,41.9613677,43.8155825,44.5046552,44.388308,42.2802282,41.426521,41.8444761,41.8743343,43.0330171,43.4631091
Thailand,THA,Government Effectiveness - Governance score (0-100),GOV_WGI_GE.SC,54.0252135,53.713907,54.8456403,54.254093,53.8461108,52.6510813,53.1751287,54.3886359,54.7516616,54.0667732,53.6186352,55.3968725,55.7638453,57.278445
Timor-Leste,TLS,Government Effectiveness - Governance score (0-100),GOV_WGI_GE.SC,25.6604677,26.6497794,26.8889797,25.4567391,32.1105002,32.090957,32.0977508,32.0999557,32.3196926,37.3865145,37.347539,37.1147338,36.5587787,34.7149314
Togo,TGO,Government Effectiveness - Governance score (0-100),GOV_WGI_GE.SC,24.9789334,25.015037,27.5056274,26.8797516,30.1819081,30.1761041,32.7136809,32.2214828,33.052911,35.1629664,34.1733493,34.287828,32.5101273,33.4969833
Tonga,TON,Government Effectiveness - Governance score (0-100),GOV_WGI_GE.SC,46.247205,45.2222601,45.2261411,45.2304733,49.0008574,48.9254515,48.9366863,52.8548488,55.3405159,55.3600358,52.7072979,52.7403819,46.5865692,48.5443896
Trinidad and Tobago,TTO,Government Effectiveness - Governance score (0-100),GOV_WGI_GE.SC,56.1182631,56.9835726,57.79999,57.0339306,57.7974837,57.4099527,57.4444133,57.7224862,58.5127067,56.9038346,58.0585352,57.7989848,54.2714195,54.2803521
Tunisia,TUN,Government Effectiveness - Governance score (0-100),GOV_WGI_GE.SC,58.1843458,54.12445,53.9023545,50.1357795,51.1111655,51.0695475,50.2261845,52.3589057,53.3457442,52.4136018,50.7034788,51.05841,48.3762785,48.0648067
Turkiye,TUR,Government Effectiveness - Governance score (0-100),GOV_WGI_GE.SC,56.4736084,57.6042976,58.8220358,57.1877853,60.6603143,57.8182771,55.4087042,56.9298118,52.2695935,55.4219261,52.7193901,51.8281987,50.8583854,49.1222075
Turkmenistan,TKM,Government Effectiveness - Governance score (0-100),GOV_WGI_GE.SC,18.0588494,18.0458803,25.6650331,25.2718284,39.5058232,39.4451462,35.8218153,34.0677197,33.4162634,35.3619409,32.1555481,32.1822681,41.89442,41.9067358
Tuvalu,TUV,Government Effectiveness - Governance score (0-100),GOV_WGI_GE.SC,44.3840537,44.3589884,40.0558596,40.0610978,35.5412284,32.1469889,32.1605666,36.8966943,40.2760767,40.299672,40.2322829,43.0253561,43.4053953,39.8572544
Uganda,UGA,Government Effectiveness - Governance score (0-100),GOV_WGI_GE.SC,42.6276598,42.0579617,41.3771021,42.0634196,45.3640692,45.4117071,43.9804114,44.2525868,41.6890095,41.2885677,40.1302213,40.2816746,41.3273449,42.9488536
Ukraine,UKR,Government Effectiveness - Governance score (0-100),GOV_WGI_GE.SC,35.5721055,35.2979254,37.8091089,36.9490299,41.2156954,40.5690047,41.3103761,41.9349724,44.2785291,44.0890082,43.8988087,43.4683901,38.9508053,40.0563826
United Arab Emirates,ARE,Government Effectiveness - Governance score (0-100),GOV_WGI_GE.SC,67.5228828,70.6448963,73.8196342,74.5237897,78.873242,78.6403765,78.783119,78.1385983,78.7848806,78.5272687,70.8554731,72.231295,73.3741309,76.8137703
United Kingdom,GBR,Government Effectiveness - Governance score (0-100),GOV_WGI_GE.SC,80.1316434,79.887339,80.6579094,79.4652327,83.5843317,83.1560518,83.4783092,81.7911302,80.9891227,78.4973891,78.0332564,77.1809881,76.4866596,73.4657181
United States,USA,Government Effectiveness - Governance score (0-100),GOV_WGI_GE.SC,79.1364129,79.6872017,81.0674724,81.5277163,82.4573621,81.921098,82.2968867,82.4298488,83.2803088,81.4636929,78.6145996,79.3938712,79.9489163,77.7556405
Uruguay,URY,Government Effectiveness - Governance score (0-100),GOV_WGI_GE.SC,64.1740801,62.9792159,60.8927014,60.7534181,64.3057238,63.6979874,62.8174455,60.8641479,61.8662013,64.7176785,66.2962276,67.4225536,68.827629,67.9453819
Uzbekistan,UZB,Government Effectiveness - Governance score (0-100),GOV_WGI_GE.SC,28.9990778,29.5025944,29.0640209,29.7826135,38.1999687,39.3387622,39.7336021,41.2569478,40.8414796,41.6021647,38.5718239,45.4383298,43.8923747,45.5349919
Vanuatu,VUT,Government Effectiveness - Governance score (0-100),GOV_WGI_GE.SC,53.4456553,53.4270319,53.0456607,53.050899,41.8195197,37.0307939,37.0420267,37.0456744,42.8336439,37.7998477,36.6052946,35.7406929,35.7357114,34.9445595
"Venezuela, RB",VEN,Government Effectiveness - Governance score (0-100),GOV_WGI_GE.SC,30.9776838,30.0219247,33.3372857,32.8062364,31.7491156,31.5085445,30.4424425,28.1577973,20.3087248,20.2793254,20.9661193,21.7886363,22.1442675,23.4884579
Viet Nam,VNM,Government Effectiveness - Governance score (0-100),GOV_WGI_GE.SC,44.393486,44.713939,44.8283573,45.0931207,52.921779,53.278707,52.3972727,52.7084431,51.6994735,52.136435,52.6620263,52.2784619,49.331569,47.8521338
Virgin Islands (U.S.),VIR,Government Effectiveness - Governance score (0-100),GOV_WGI_GE.SC,76.0244169,75.9980761,76.0047104,76.0121205,79.658129,79.6028749,79.6220817,66.2428596,66.2771005,66.3104743,59.5224308,59.5789973,58.6292483,58.6520134
West Bank and Gaza,PSE,Government Effectiveness - Governance score (0-100),GOV_WGI_GE.SC,48.6722709,42.561906,42.1441162,42.2662888,46.054225,46.4789971,45.3362157,48.6283333,42.2874381,42.6448969,42.5948461,39.1102794,37.4267053,31.079971
"Yemen, Rep.",YEM,Government Effectiveness - Governance score (0-100),GOV_WGI_GE.SC,31.2432639,28.6100244,28.1381472,29.6142303,23.7781582,21.0703626,19.3114526,17.5936979,13.7018587,13.13337,12.3760079,12.8678677,16.3549894,14.6331553
Zambia,ZMB,Government Effectiveness - Governance score (0-100),GOV_WGI_GE.SC,37.3534908,41.4064665,41.6129795,41.0112337,42.6637265,41.0407283,41.0620351,42.3325326,41.5797263,39.2906596,37.061776,37.2110769,39.8696364,40.3969835
Zimbabwe,ZWE,Government Effectiveness - Governance score (0-100),GOV_WGI_GE.SC,22.8453877,24.632719,24.9430514,26.1119364,27.9891204,33.0382075,33.5775671,32.7046939,30.9765172,29.8556453,29.4604553,29.9618602,29.9566706,32.1204614
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
Data from database: Worldwide Governance Indicators,,,,,,,,,,,,,,,,,
Last Updated: 03/18/2026,,,,,,,,,,,,,,,,,
